"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63355","The broad search proceeds with duration, adult, and child guests for Lapland holidays @inw","Chromium","Tue Aug 19 00:58:20 UTC 2025","passed","Tue Aug 19 00:59:23 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","76128","An ECMS user creates a Image Carousel component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 00:53:54 UTC 2025","passed","Tue Aug 19 00:55:10 UTC 2025","Image Carousel","tests/e2e_tests/inw_tests/components/imageCarousel.spec.ts","",""
"","65990","The broad search proceeds with duration only for Ski holidays @inw","Chromium","Tue Aug 19 00:49:13 UTC 2025","passed","Tue Aug 19 00:50:19 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","57419","An ECMS user creates a Grey Box component and views it on the General Content page @inw @component undefined","Chromium","Tue Aug 19 00:52:55 UTC 2025","passed","Tue Aug 19 00:53:52 UTC 2025","Grey Box","tests/e2e_tests/inw_tests/components/greyBox.spec.ts","",""
"","97406","An ECMS user creates an Accordion component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 00:49:13 UTC 2025","passed","Tue Aug 19 00:50:50 UTC 2025","Accordion","tests/e2e_tests/inw_tests/components/accordion.spec.ts","",""
"","56291","The search bar should be displayed as sticky on Resort details page for Walking holidays @inw","Chromium","Tue Aug 19 01:08:53 UTC 2025","failed","Tue Aug 19 01:09:50 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","105547","An ECMS user creates Good-to-know component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 00:52:09 UTC 2025","passed","Tue Aug 19 00:53:54 UTC 2025","Good to know","tests/e2e_tests/inw_tests/components/goodToKnow.spec.ts","",""
"","8974","ECMS User Login","get storage state","Tue Aug 19 00:49:02 UTC 2025","passed","Tue Aug 19 00:49:11 UTC 2025","","setup/global.setup.ts","",""
"","56799","An ECMS user creates a Headline component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 00:53:52 UTC 2025","passed","Tue Aug 19 00:54:49 UTC 2025","Headline","tests/e2e_tests/inw_tests/components/headline.spec.ts","",""
"","182275","Search bar should display Number of nights, Number of guests, Departure location and Date on Resort details page for Ski holidays @inw","Chromium","Tue Aug 19 01:06:42 UTC 2025","broken","Tue Aug 19 01:09:45 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","0","The search bar should be displayed as sticky for Walking holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","51721","The broad search proceeds with default values for Walking holidays @inw","Chromium","Tue Aug 19 00:50:19 UTC 2025","passed","Tue Aug 19 00:51:11 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","0","The search bar should display the updated number of nights, number of guests, departure location, and date on the Resort Details page for Lapland holidays when the details have been updated. @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","54034","The broad search proceeds with duration and adult guests for Walking holidays @inw","Chromium","Tue Aug 19 00:56:22 UTC 2025","passed","Tue Aug 19 00:57:16 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","0","Search bar should display Number of nights, Number of guests, Departure location and Date on Resort details page for Lapland holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","0","The search results are to be grouped by using a toggle to group by Accommodation or Resorts for Ski holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","0","Delete all Automation pages","page cleanup","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","","setup/page-cleanup.teardown.ts","",""
"","31665","The broad search proceeds with default values and location for Walking holidays @inw","Chromium","Tue Aug 19 00:57:36 UTC 2025","passed","Tue Aug 19 00:58:08 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","6925","PCMS User Login","get storage state","Tue Aug 19 00:49:02 UTC 2025","passed","Tue Aug 19 00:49:09 UTC 2025","","setup/global.setup.ts","",""
"","30629","The broad search proceeds with default values and location for Ski holidays @inw","Chromium","Tue Aug 19 00:57:01 UTC 2025","failed","Tue Aug 19 00:57:31 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","0","The search results are to be grouped by using a toggle to group by Accommodation or Resorts for Walking holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","32701","The broad search proceeds with default values for Ski holidays @inw","Chromium","Tue Aug 19 00:50:32 UTC 2025","failed","Tue Aug 19 00:51:04 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","0","The search bar should be displayed as sticky for Lapland holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","0","The search results are to be grouped by using a toggle to group by Accommodation or Resorts for Lapland holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","0","The search bar should be displayed as sticky for Ski holidays @inw","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","182017","The search bar should be displayed as sticky on Resort details page for Ski holidays @inw","Chromium","Tue Aug 19 01:05:47 UTC 2025","broken","Tue Aug 19 01:08:50 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","53070","The broad search proceeds with duration and adult guests for Lapland holidays @inw","Chromium","Tue Aug 19 00:58:08 UTC 2025","passed","Tue Aug 19 00:59:01 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","65551","An ECMS user creates a CTA button component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 00:51:49 UTC 2025","passed","Tue Aug 19 00:52:55 UTC 2025","CTA Button","tests/e2e_tests/inw_tests/components/ctaButton.spec.ts","",""
"","0","An ECMS user creates a RTE component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 01:09:52 UTC 2025","skipped","Tue Aug 19 01:09:52 UTC 2025","Rich Text Editor","tests/e2e_tests/inw_tests/components/richTextEditor.spec.ts","",""
"","58327","The broad search proceeds with duration and adult guests for Ski holidays @inw","Chromium","Tue Aug 19 00:54:49 UTC 2025","passed","Tue Aug 19 00:55:48 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","85348","The search bar should display the updated number of nights, number of guests, departure location, and date on the Resort Details page for Ski holidays when the details have been updated. @inw","Chromium","Tue Aug 19 01:08:25 UTC 2025","failed","Tue Aug 19 01:09:50 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","71751","The broad search proceeds with duration, adult, and child guests for Ski holidays @inw","Chromium","Tue Aug 19 00:55:10 UTC 2025","passed","Tue Aug 19 00:56:22 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
