"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64907","An ECMS user creates a CTA button component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:30:34 UTC 2025","passed","Tue Aug 19 02:31:39 UTC 2025","CTA Button","tests/e2e_tests/inw_tests/components/ctaButton.spec.ts","",""
"","9481","The search bar should be displayed as sticky on Resort details page for Walking holidays @inw","Chromium","Tue Aug 19 02:46:37 UTC 2025","failed","Tue Aug 19 02:46:46 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","56538","The broad search proceeds with duration, adult, and child guests for Walking holidays @inw","Chromium","Tue Aug 19 02:35:30 UTC 2025","passed","Tue Aug 19 02:36:27 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","0","The search bar should display the updated number of nights, number of guests, departure location, and date on the Resort Details page for Walking holidays when the details have been updated. @inw","Chromium","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","6414","ECMS User Login","get storage state","Tue Aug 19 02:28:27 UTC 2025","passed","Tue Aug 19 02:28:33 UTC 2025","","setup/global.setup.ts","",""
"","181511","The search bar should be displayed as sticky on Resort details page for Ski holidays @inw","Chromium","Tue Aug 19 02:43:32 UTC 2025","broken","Tue Aug 19 02:46:34 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","0","Search bar should display Number of nights, Number of guests, Departure location and Date on Resort details page for Lapland holidays @inw","Chromium","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","48011","The broad search proceeds with duration only for Lapland holidays @inw","Chromium","Tue Aug 19 02:30:10 UTC 2025","passed","Tue Aug 19 02:30:58 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","96160","An ECMS user creates Good-to-know component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:30:58 UTC 2025","passed","Tue Aug 19 02:32:34 UTC 2025","Good to know","tests/e2e_tests/inw_tests/components/goodToKnow.spec.ts","",""
"","0","The search results are to be grouped by using a toggle to group by Accommodation or Resorts for Walking holidays @inw","Chromium","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","25299","The broad search proceeds with default values for Ski holidays @inw","Chromium","Tue Aug 19 02:29:31 UTC 2025","failed","Tue Aug 19 02:29:56 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","72340","An ECMS user creates an Accordion component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:28:35 UTC 2025","passed","Tue Aug 19 02:29:47 UTC 2025","Accordion","tests/e2e_tests/inw_tests/components/accordion.spec.ts","",""
"","31505","The broad search proceeds with default values and location for Lapland holidays @inw","Chromium","Tue Aug 19 02:36:57 UTC 2025","passed","Tue Aug 19 02:37:29 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","0","The search bar should be displayed as sticky for Lapland holidays @inw","Chromium","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","46199","The broad search proceeds with default values for Lapland holidays @inw","Chromium","Tue Aug 19 02:29:59 UTC 2025","passed","Tue Aug 19 02:30:45 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","162927","The search bar should display the updated number of nights, number of guests, departure location, and date on the Resort Details page for Ski holidays when the details have been updated. @inw","Chromium","Tue Aug 19 02:44:04 UTC 2025","failed","Tue Aug 19 02:46:47 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","43945","The broad search proceeds with default values for Walking holidays @inw","Chromium","Tue Aug 19 02:29:26 UTC 2025","passed","Tue Aug 19 02:30:10 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","58596","The broad search proceeds with duration, adult, and child guests for Ski holidays @inw","Chromium","Tue Aug 19 02:33:47 UTC 2025","passed","Tue Aug 19 02:34:45 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","71613","An ECMS user creates a Image Carousel component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:32:35 UTC 2025","passed","Tue Aug 19 02:33:47 UTC 2025","Image Carousel","tests/e2e_tests/inw_tests/components/imageCarousel.spec.ts","",""
"","45167","The broad search proceeds with duration and adult guests for Walking holidays @inw","Chromium","Tue Aug 19 02:34:45 UTC 2025","passed","Tue Aug 19 02:35:30 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","0","An ECMS user creates a RTE component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","Rich Text Editor","tests/e2e_tests/inw_tests/components/richTextEditor.spec.ts","",""
"","56287","An ECMS user creates a Grey Box component and views it on the General Content page @inw @component undefined","Chromium","Tue Aug 19 02:31:39 UTC 2025","passed","Tue Aug 19 02:32:35 UTC 2025","Grey Box","tests/e2e_tests/inw_tests/components/greyBox.spec.ts","",""
"","59381","An ECMS user creates a Headline component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:32:34 UTC 2025","passed","Tue Aug 19 02:33:34 UTC 2025","Headline","tests/e2e_tests/inw_tests/components/headline.spec.ts","",""
"","54754","An ECMS user creates a Pill component and views it on the General Content page undefined @inw @component","Chromium","Tue Aug 19 02:37:01 UTC 2025","passed","Tue Aug 19 02:37:56 UTC 2025","Pills","tests/e2e_tests/inw_tests/components/pills.spec.ts","",""
"","0","The search bar should be displayed as sticky for Walking holidays @inw","Chromium","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","0","Delete all Automation pages","page cleanup","Tue Aug 19 02:46:49 UTC 2025","skipped","Tue Aug 19 02:46:49 UTC 2025","","setup/page-cleanup.teardown.ts","",""
"","45674","The broad search proceeds with duration and adult guests for Lapland holidays @inw","Chromium","Tue Aug 19 02:36:15 UTC 2025","passed","Tue Aug 19 02:37:01 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
