"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47862","The broad search proceeds with duration and adult guests for Ski holidays @inw","Chromium","Wed Aug 20 09:19:25 UTC 2025","passed","Wed Aug 20 09:20:13 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","53497","An ECMS user creates a Image Carousel component and views it on the General Content page undefined @inw @component","Chromium","Wed Aug 20 09:18:49 UTC 2025","passed","Wed Aug 20 09:19:42 UTC 2025","Image Carousel","tests/e2e_tests/inw_tests/components/imageCarousel.spec.ts","",""
"","6313","ECMS User Login","get storage state","Wed Aug 20 09:15:00 UTC 2025","passed","Wed Aug 20 09:15:07 UTC 2025","","setup/global.setup.ts","",""
"","46560","The broad search proceeds with duration only for Lapland holidays @inw","Chromium","Wed Aug 20 09:16:45 UTC 2025","passed","Wed Aug 20 09:17:32 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","1","The search results are to be grouped by using a toggle to group by Accommodation or Resorts for Lapland holidays @inw","Chromium","Wed Aug 20 09:31:42 UTC 2025","skipped","Wed Aug 20 09:31:42 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","29267","The broad search proceeds with default values and location for Walking holidays @inw","Chromium","Wed Aug 20 09:20:58 UTC 2025","passed","Wed Aug 20 09:21:28 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","181844","Search bar should display Number of nights, Number of guests, Departure location and Date on Resort details page for Ski holidays @inw","Chromium","Wed Aug 20 09:28:34 UTC 2025","broken","Wed Aug 20 09:31:36 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","60295","The broad search proceeds with duration, adult, and child guests for Ski holidays @inw","Chromium","Wed Aug 20 09:19:42 UTC 2025","passed","Wed Aug 20 09:20:42 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","45637","The broad search proceeds with duration and adult guests for Lapland holidays @inw","Chromium","Wed Aug 20 09:21:16 UTC 2025","passed","Wed Aug 20 09:22:02 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","156112","The search bar should display the updated number of nights, number of guests, departure location, and date on the Resort Details page for Ski holidays when the details have been updated. @inw","Chromium","Wed Aug 20 09:29:04 UTC 2025","failed","Wed Aug 20 09:31:40 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","44982","The broad search proceeds with default values for Lapland holidays @inw","Chromium","Wed Aug 20 09:16:30 UTC 2025","passed","Wed Aug 20 09:17:15 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","57613","The broad search proceeds with duration, adult, and child guests for Lapland holidays @inw","Chromium","Wed Aug 20 09:21:28 UTC 2025","passed","Wed Aug 20 09:22:25 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","44685","The broad search proceeds with default values for Walking holidays @inw","Chromium","Wed Aug 20 09:16:00 UTC 2025","passed","Wed Aug 20 09:16:45 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","0","The search bar should display the updated number of nights, number of guests, departure location, and date on the Resort Details page for Walking holidays when the details have been updated. @inw","Chromium","Wed Aug 20 09:31:42 UTC 2025","skipped","Wed Aug 20 09:31:42 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","0","The search bar should be displayed as sticky for Walking holidays @inw","Chromium","Wed Aug 20 09:31:42 UTC 2025","skipped","Wed Aug 20 09:31:42 UTC 2025","Search","tests/e2e_tests/inw_tests/components/searchResultPage.spec.ts","",""
"","46828","The broad search proceeds with duration only for Walking holidays @inw","Chromium","Wed Aug 20 09:16:18 UTC 2025","passed","Wed Aug 20 09:17:05 UTC 2025","Broad Search","tests/e2e_tests/inw_tests/components/broadSearch.spec.ts","",""
"","6932","PCMS User Login","get storage state","Wed Aug 20 09:15:00 UTC 2025","passed","Wed Aug 20 09:15:07 UTC 2025","","setup/global.setup.ts","",""
"","181474","The search bar should be displayed as sticky on Resort details page for Ski holidays @inw","Chromium","Wed Aug 20 09:28:17 UTC 2025","broken","Wed Aug 20 09:31:19 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","0","Delete all Automation pages","page cleanup","Wed Aug 20 09:31:42 UTC 2025","skipped","Wed Aug 20 09:31:42 UTC 2025","","setup/page-cleanup.teardown.ts","",""
"","44933","An ECMS user creates a Grey Box component and views it on the General Content page @inw @component undefined","Chromium","Wed Aug 20 09:17:54 UTC 2025","passed","Wed Aug 20 09:18:39 UTC 2025","Grey Box","tests/e2e_tests/inw_tests/components/greyBox.spec.ts","",""
"","0","Search bar should display Number of nights, Number of guests, Departure location and Date on Resort details page for Lapland holidays @inw","Chromium","Wed Aug 20 09:31:42 UTC 2025","skipped","Wed Aug 20 09:31:42 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
"","56814","The broad search proceeds with duration, adult, and child guests for Walking holidays @inw","Chromium","Wed Aug 20 09:20:42 UTC 2025","passed","Wed Aug 20 09:21:39 UTC 2025","Partial Search","tests/e2e_tests/inw_tests/components/partialSearch.spec.ts","",""
"","76959","An ECMS user creates Good-to-know component and views it on the General Content page undefined @inw @component","Chromium","Wed Aug 20 09:17:32 UTC 2025","passed","Wed Aug 20 09:18:49 UTC 2025","Good to know","tests/e2e_tests/inw_tests/components/goodToKnow.spec.ts","",""
"","0","Search bar should display Number of nights, Number of guests, Departure location and Date on Resort details page for Walking holidays @inw","Chromium","Wed Aug 20 09:31:42 UTC 2025","skipped","Wed Aug 20 09:31:42 UTC 2025","Search","tests/e2e_tests/inw_tests/components/resortPage.spec.ts","",""
